N,E
50,0.541473
50,0.532068
51,0.506233
49,0.503465
49,0.540569
50,0.531528
49,0.490642
49,0.470557
49,0.451066
49,0.446684
50,0.455422
50,0.451776
50,0.456124
50,0.455871
50,0.471527
50,0.465982
50,0.450217
50,0.476458
50,0.501828
50,0.513334
50,0.453277
50,0.463825
50,0.473910
50,0.465322
50,0.485346
50,0.508322
50,0.509214
50,0.506877
50,0.506988
49,0.487716
50,0.530517
50,0.509732
50,0.528614
49,0.505808
49,0.541903
50,0.569224
49,0.545101
52,0.581307
48,0.460176
48,0.544198
51,0.651520
51,0.601358
50,0.601276
50,0.640344
50,0.648519
50,0.687611
50,0.698505
50,0.722037
50,0.711851
50,0.701485
50,0.717746
50,0.714796
50,0.703516
50,0.675752
50,0.679682
50,0.687196
49,0.653285
49,0.683793
49,0.669660
50,0.653230
50,0.630007
50,0.626109
50,0.636282
50,0.611512
50,0.609908
49,0.586940
49,0.598139
50,0.662123
49,0.618215
50,0.623481
50,0.630189
51,0.617918
51,0.649637
51,0.659207
50,0.620545
51,0.670238
50,0.658241
49,0.604187
51,0.656765
50,0.644455
50,0.633062
50,0.638263
50,0.672465
50,0.667954
50,0.660532
50,0.665165
50,0.671048
50,0.653875
50,0.651405
49,0.639458
52,0.625022
50,0.568283
50,0.580728
50,0.601445
50,0.602044
50,0.639480
51,0.641704
51,0.661250
50,0.574797
50,0.602716
49,0.607239
50,0.625214
49,0.584589
51,0.649110
50,0.639855
50,0.620897
50,0.618446
50,0.600610
50,0.620770
50,0.633624
50,0.629928
50,0.627468
50,0.658803
50,0.678693
50,0.682001
50,0.678139
50,0.677006
50,0.670458
50,0.678415
50,0.690842
50,0.667096
50,0.680720
50,0.683078
50,0.692359
50,0.687546
50,0.689265
51,0.682269
51,0.676550
50,0.643034
50,0.644416
51,0.622200
51,0.619533
50,0.612601
49,0.617292
52,0.646921
52,0.659553
51,0.662576
49,0.624479
51,0.675130
50,0.635104
50,0.652133
50,0.659955
50,0.676998
50,0.694560
50,0.697889
50,0.711828
50,0.719275
50,0.752451
50,0.762702
50,0.781974
50,0.831598
51,0.803759
51,0.798173
50,0.752056
49,0.791525
50,0.777805
50,0.752890
51,0.732223
50,0.719428
50,0.776878
50,0.763909
50,0.766783
51,0.768291
50,0.786371
50,0.793862
50,0.769284
49,0.685904
49,0.718435
51,0.698242
50,0.684653
50,0.704465
50,0.721055
50,0.731412
50,0.747857
50,0.752788
50,0.722727
50,0.739074
50,0.740218
50,0.740327
50,0.770502
50,0.779507
49,0.707935
50,0.728753
50,0.731507
49,0.715642
51,0.749661
49,0.644886
52,0.700270
50,0.669643
50,0.690213
49,0.680075
49,0.690109
50,0.715172
50,0.750848
51,0.714694
49,0.710633
50,0.727148
50,0.708552
50,0.688803
50,0.724763
50,0.713573
50,0.712218
50,0.715240
50,0.710330
50,0.722634
50,0.715455
50,0.723232
51,0.720562
51,0.724869
49,0.736517
51,0.744007
51,0.726269
51,0.712424
49,0.641137
51,0.644984
51,0.651417
50,0.533802
50,0.605200
50,0.631990
50,0.600434
50,0.596999
49,0.577743
49,0.590130
51,0.588846
51,0.607115
49,0.584421
50,0.611543
50,0.616939
50,0.633097
50,0.625198
50,0.612550
50,0.618061
50,0.599722
51,0.605230
51,0.637118
51,0.647751
50,0.671663
50,0.704491
51,0.700453
51,0.710460
49,0.629208
50,0.662732
50,0.662298
50,0.689699
50,0.685061
50,0.722654
50,0.722022
50,0.712981
49,0.601280
51,0.566139
50,0.564379
50,0.576738
49,0.513305
49,0.560820
50,0.505286
50,0.530246
50,0.532947
49,0.537928
50,0.557640
50,0.561146
50,0.605381
51,0.606660
50,0.597812
50,0.619403
50,0.600252
49,0.533741
51,0.561968
49,0.529784
50,0.560791
50,0.561314
50,0.540200
49,0.485503
49,0.475588
49,0.475154
51,0.483320
49,0.493753
51,0.491395
51,0.502571
50,0.528852
50,0.557630
50,0.571190
50,0.564609
50,0.557084
50,0.591556
51,0.591300
50,0.571650
49,0.503838
50,0.541843
50,0.536421
51,0.550705
51,0.536643
50,0.525624
50,0.536500
50,0.527371
51,0.506652
51,0.515586
50,0.480747
50,0.502540
50,0.518988
50,0.525631
51,0.517030
50,0.508436
50,0.407238
50,0.467466
50,0.499821
50,0.498196
50,0.481133
50,0.497709
50,0.492299
50,0.499233
51,0.521813
50,0.478257
50,0.486092
50,0.474692
49,0.446062
49,0.476183
49,0.457729
49,0.443231
50,0.459718
51,0.424227
50,0.350566
50,0.404048
50,0.429577
50,0.422863
50,0.427892
50,0.442901
50,0.447551
50,0.446107
50,0.441979
50,0.415376
50,0.435328
49,0.410631
50,0.358075
50,0.359543
50,0.355380
49,0.346623
50,0.349719
50,0.347797
50,0.346118
50,0.336798
50,0.349062
50,0.361900
50,0.356863
50,0.353293
50,0.359970
50,0.355888
50,0.345824
50,0.344582
50,0.364638
51,0.366390
50,0.386565
50,0.408389
50,0.394719
49,0.351047
52,0.355874
48,0.344882
50,0.383273
50,0.353306
50,0.366998
50,0.386129
49,0.372232
49,0.378916
49,0.393685
50,0.411512
50,0.393931
50,0.416616
51,0.414942
51,0.404264
51,0.399711
50,0.417645
50,0.423783
50,0.446162
50,0.458347
50,0.448546
50,0.444874
50,0.446143
50,0.452379
50,0.447401
50,0.449883
50,0.439921
50,0.449952
50,0.453221
50,0.457485
50,0.450680
50,0.458263
50,0.497336
50,0.512181
50,0.511033
50,0.535035
50,0.551597
50,0.548719
51,0.525872
50,0.516645
50,0.518594
50,0.539310
50,0.545903
50,0.548233
50,0.551610
50,0.584224
49,0.568272
50,0.572643
51,0.582198
47,0.488494
51,0.706160
50,0.662245
51,0.658478
51,0.675717
50,0.686362
50,0.679656
50,0.681033
49,0.676861
50,0.669432
50,0.657698
50,0.680324
52,0.665876
52,0.659415
51,0.616475
50,0.661230
50,0.667891
50,0.641677
49,0.584311
51,0.587292
49,0.433654
50,0.528456
50,0.517765
51,0.524169
51,0.521388
51,0.518632
50,0.527539
50,0.553808
51,0.563281
49,0.563431
52,0.564604
50,0.589646
50,0.584532
50,0.581407
50,0.575632
50,0.586968
49,0.528334
49,0.534488
49,0.548851
51,0.580021
51,0.581134
50,0.572471
49,0.472108
49,0.501202
50,0.497904
50,0.502377
50,0.486785
51,0.504482
49,0.461466
52,0.484357
52,0.474865
51,0.435366
48,0.421764
49,0.436601
49,0.433142
49,0.436268
50,0.449973
50,0.436537
50,0.434492
50,0.364209
50,0.392110
50,0.421720
50,0.447513
50,0.461501
50,0.447131
50,0.471953
49,0.442145
51,0.429069
50,0.415994
50,0.446676
50,0.433572
50,0.441604
49,0.441709
52,0.445322
52,0.432232
47,0.419642
48,0.454723
51,0.476428
51,0.464642
51,0.481615
49,0.455275
49,0.459125
51,0.459570
49,0.462244
50,0.495564
50,0.474081
50,0.474435
50,0.491455
50,0.455095
50,0.461721
49,0.420523
49,0.445516
50,0.494466
50,0.468597
50,0.458724
50,0.475115
50,0.501854
51,0.500532
50,0.469123
50,0.472008
51,0.477033
49,0.473822
49,0.454287
49,0.473431
49,0.470411
49,0.454637
50,0.448741
49,0.413517
49,0.431829
52,0.411722
49,0.380001
49,0.416076
51,0.492204
49,0.416719
49,0.443417
50,0.441980
50,0.446390
50,0.453798
50,0.493509
50,0.485919
50,0.468513
50,0.458772
50,0.457641
50,0.460105
50,0.484449
50,0.476072
50,0.481496
50,0.491959
50,0.492470
50,0.496188
50,0.498958
50,0.511308
50,0.511686
50,0.508328
50,0.523428
50,0.536367
50,0.557219
50,0.570964
50,0.595475
50,0.611684
50,0.619194
50,0.624878
50,0.633976
49,0.606214
49,0.625401
49,0.619499
49,0.643959
49,0.653996
49,0.660174
49,0.656399
50,0.672138
50,0.672080
51,0.681444
51,0.719159
51,0.726806
51,0.726316
51,0.743153
51,0.736211
51,0.720616
51,0.708228
51,0.686749
50,0.620496
50,0.660146
50,0.660474
50,0.680380
50,0.683333
49,0.586434
51,0.539002
50,0.515196
50,0.500448
50,0.504892
50,0.501144
50,0.488640
50,0.495581
50,0.503584
50,0.487181
50,0.499495
50,0.488844
50,0.498815
50,0.518330
49,0.452596
51,0.511806
48,0.457055
48,0.474110
50,0.477370
51,0.474498
50,0.483531
50,0.467221
50,0.484308
50,0.494473
50,0.489686
49,0.482620
51,0.467803
49,0.392453
49,0.430030
52,0.446542
50,0.416008
50,0.461725
50,0.477655
50,0.468299
50,0.454095
50,0.453089
51,0.460787
50,0.466627
49,0.393851
49,0.426074
50,0.416802
50,0.433793
50,0.460624
50,0.473350
50,0.463458
50,0.467900
50,0.484816
50,0.513254
49,0.468318
50,0.477636
50,0.464188
50,0.475268
50,0.486647
50,0.473835
50,0.465661
50,0.461671
50,0.466158
50,0.469325
51,0.469031
50,0.431038
50,0.422302
50,0.423709
49,0.397724
50,0.417929
50,0.415188
51,0.417785
50,0.419901
51,0.421359
51,0.432397
49,0.441119
50,0.528285
50,0.501136
50,0.515595
50,0.518851
50,0.508311
51,0.504328
50,0.490859
49,0.439609
51,0.492927
51,0.512172
51,0.529167
50,0.486864
50,0.530134
50,0.489101
51,0.491969
51,0.504669
48,0.522349
49,0.529675
50,0.539891
49,0.497029
49,0.478752
50,0.494010
50,0.479199
49,0.424146
49,0.436888
49,0.449566
51,0.445245
51,0.461872
51,0.447266
50,0.444455
50,0.464755
51,0.467978
49,0.476369
49,0.477716
49,0.457055
49,0.476356
49,0.493361
51,0.455689
51,0.478090
48,0.481871
49,0.506609
49,0.508472
50,0.502174
49,0.454452
49,0.467874
50,0.472320
50,0.451458
49,0.427035
51,0.450756
50,0.377686
50,0.371112
50,0.355043
50,0.368975
50,0.387972
50,0.392560
50,0.405178
50,0.409748
50,0.416372
50,0.422649
50,0.427812
50,0.426107
49,0.368524
49,0.442012
49,0.443933
52,0.428511
49,0.442537
49,0.451258
49,0.476145
50,0.460588
50,0.457108
50,0.443603
50,0.445790
50,0.448680
50,0.478084
50,0.450529
51,0.447233
50,0.437500
50,0.359325
50,0.345285
50,0.364718
50,0.387825
51,0.395387
50,0.393921
50,0.413494
50,0.416204
50,0.418472
50,0.414729
50,0.425672
51,0.423723
51,0.434175
51,0.455641
51,0.451991
49,0.427036
49,0.459357
51,0.462199
51,0.453357
50,0.463542
49,0.409064
49,0.417278
51,0.411720
50,0.406729
50,0.435201
50,0.426665
50,0.417267
50,0.421484
49,0.382427
51,0.428031
51,0.406830
51,0.448376
49,0.451987
50,0.450312
50,0.443986
51,0.447177
50,0.419400
50,0.431417
50,0.431607
50,0.437499
50,0.460895
50,0.467380
50,0.476463
50,0.463573
50,0.490624
50,0.495082
50,0.498764
50,0.502173
50,0.490169
50,0.509464
50,0.519043
50,0.495812
50,0.485866
49,0.408075
49,0.415524
51,0.432644
48,0.370472
49,0.435385
49,0.410907
51,0.454886
49,0.392790
49,0.441580
49,0.432601
51,0.417774
50,0.409359
50,0.415670
50,0.431782
50,0.423445
50,0.407823
50,0.417300
50,0.417723
50,0.416800
51,0.407736
49,0.400736
51,0.467839
51,0.459066
51,0.481579
51,0.469313
51,0.483694
50,0.507487
50,0.502081
50,0.512179
50,0.504310
50,0.510487
50,0.497779
50,0.504429
50,0.519065
50,0.551427
50,0.560352
50,0.533602
50,0.539025
50,0.552399
50,0.560076
50,0.543478
50,0.554088
51,0.545027
51,0.543106
51,0.567713
50,0.462524
50,0.482346
50,0.503550
50,0.487917
50,0.490160
50,0.496936
49,0.500722
52,0.513447
48,0.463829
51,0.499477
45,0.426149
53,0.475608
51,0.413952
51,0.446141
50,0.435621
50,0.444066
50,0.460143
49,0.418553
50,0.420392
51,0.416428
49,0.411640
51,0.404279
49,0.339674
49,0.375147
49,0.384937
49,0.390545
49,0.390171
49,0.389178
51,0.415747
50,0.429854
50,0.436815
50,0.446363
50,0.423022
50,0.437927
50,0.417893
50,0.422920
50,0.427461
50,0.436715
51,0.451142
51,0.445135
50,0.447634
51,0.450069
50,0.465938
49,0.445982
51,0.496573
51,0.468669
49,0.454051
50,0.452320
50,0.485549
50,0.473826
49,0.445155
50,0.442023
50,0.435274
50,0.445221
50,0.453567
50,0.473493
50,0.467567
51,0.466997
50,0.465045
50,0.473331
50,0.498785
51,0.496146
50,0.501559
50,0.515094
50,0.506286
51,0.497264
51,0.513047
51,0.547348
50,0.468537
50,0.489017
50,0.472050
50,0.463410
50,0.480883
50,0.472029
50,0.487854
50,0.479274
50,0.465587
50,0.449439
50,0.444545
50,0.456824
50,0.454412
51,0.468610
49,0.452276
51,0.489953
51,0.493503
50,0.465629
49,0.440257
50,0.434347
49,0.384157
50,0.386747
50,0.380962
51,0.368336
49,0.338371
50,0.357521
51,0.365516
48,0.360254
49,0.407045
49,0.396359
49,0.396329
53,0.398112
51,0.405418
51,0.389434
49,0.362416
49,0.407197
51,0.417352
51,0.399217
50,0.394639
50,0.422087
50,0.414101
50,0.411101
50,0.405387
50,0.410739
50,0.408933
50,0.423233
50,0.414479
50,0.423725
50,0.417206
51,0.419957
50,0.421264
50,0.442725
50,0.445118
50,0.455991
50,0.418585
50,0.417319
50,0.405632
50,0.396872
50,0.406726
50,0.411939
50,0.439953
50,0.457326
50,0.483253
49,0.503902
50,0.481543
50,0.526021
50,0.524554
51,0.514999
51,0.502636
48,0.307343
48,0.341917
52,0.405579
51,0.364681
51,0.367161
51,0.387907
51,0.407672
51,0.412261
50,0.397443
50,0.399132
49,0.377421
49,0.413402
49,0.449198
49,0.476328
49,0.470607
50,0.538205
50,0.526704
50,0.544077
50,0.583577
50,0.550310
50,0.540564
50,0.547291
50,0.553045
49,0.527115
54,0.539232
51,0.516214
51,0.525161
49,0.518820
49,0.550925
50,0.580150
50,0.579215
49,0.550432
51,0.561855
50,0.569523
51,0.572181
50,0.580143
49,0.575154
50,0.590679
50,0.575294
51,0.574236
50,0.616179
50,0.630991
50,0.630634
51,0.638856
50,0.572031
49,0.577973
49,0.608732
50,0.600145
50,0.623919
50,0.644249
50,0.662873
50,0.687576
50,0.715614
50,0.730077
50,0.741506
49,0.660225
51,0.659417
51,0.669143
50,0.712431
50,0.748151
49,0.683870
50,0.705134
49,0.571114
50,0.623620
50,0.622349
50,0.634759
50,0.609629
50,0.605586
49,0.551423
49,0.569795
50,0.568979
50,0.543920
50,0.546264
49,0.474786
50,0.558291
50,0.527236
50,0.535462
50,0.529316
50,0.528983
50,0.526410
50,0.520050
50,0.511663
50,0.529037
50,0.536863
50,0.527090
50,0.541744
50,0.559811
50,0.557824
50,0.593784
50,0.592811
51,0.588256
50,0.564028
50,0.555611
50,0.567598
50,0.566865
50,0.562424
49,0.546797
50,0.567400
50,0.601172
50,0.635852
50,0.638079
50,0.642466
49,0.615683
51,0.658432
51,0.645473
51,0.657833
51,0.651408
50,0.667419
51,0.683278
51,0.702460
50,0.708094
50,0.694321
50,0.728413
50,0.775306
50,0.790706
50,0.805919
50,0.806652
50,0.825093
50,0.836119
49,0.730783
49,0.751350
50,0.802246
49,0.687782
49,0.721342
50,0.707813
49,0.634056
50,0.647353
50,0.653505
49,0.564191
51,0.613109
50,0.550190
51,0.533048
51,0.535347
50,0.513531
50,0.506753
50,0.502086
50,0.508086
49,0.496001
51,0.527200
50,0.500271
49,0.452553
49,0.486588
49,0.488636
52,0.473815
48,0.377094
51,0.497289
51,0.444832
51,0.465793
50,0.434205
50,0.456854
50,0.462227
50,0.451921
50,0.435454
50,0.448321
50,0.438388
51,0.449122
51,0.458081
51,0.457539
50,0.456046
50,0.478775
50,0.505669
50,0.497602
50,0.499002
50,0.505575
50,0.501962
50,0.507949
50,0.496335
51,0.498326
50,0.504673
50,0.519668
50,0.539441
50,0.547241
49,0.532459
49,0.542421
50,0.513749
50,0.523460
50,0.531647
50,0.551033
51,0.515964
50,0.482717
49,0.425983
50,0.454263
50,0.409561
51,0.431945
51,0.423539
49,0.427016
51,0.429216
50,0.426233
50,0.456268
51,0.451332
50,0.450326
50,0.450541
50,0.462700
50,0.455927
50,0.439714
50,0.438247
50,0.432193
50,0.414780
50,0.435980
50,0.456380
50,0.473580
50,0.498193
50,0.500513
50,0.505286
50,0.519472
49,0.465770
51,0.459801
51,0.450785
51,0.450791
50,0.408971
50,0.434272
51,0.432500
48,0.421344
50,0.492964
50,0.465099
50,0.455740
50,0.461713
50,0.449286
50,0.444913
50,0.423313
50,0.446353
50,0.460033
50,0.471980
50,0.473340
50,0.484913
49,0.482269
50,0.516536
48,0.385867
49,0.427230
50,0.456502
50,0.443400
50,0.435546
50,0.435186
50,0.411600
50,0.406360
50,0.419333
49,0.404725
49,0.410291
51,0.404136
50,0.378253
51,0.394952
51,0.380042
51,0.379918
50,0.395266
50,0.428542
50,0.426488
50,0.435982
50,0.456409
50,0.469369
50,0.470995
50,0.474115
50,0.469821
50,0.472061
49,0.441480
50,0.450890
50,0.432455
50,0.405855
51,0.411110
51,0.420297
51,0.418669
51,0.417892
50,0.383585
48,0.353061
49,0.378278
51,0.379154
51,0.362131
50,0.353703
50,0.368145
50,0.373812
50,0.362732
50,0.353945
49,0.333375
49,0.328519
49,0.330295
51,0.322505
50,0.341635
50,0.314324
50,0.307204
50,0.301525
50,0.312965
50,0.326219
50,0.318246
50,0.319472
50,0.315286
50,0.310672
49,0.292362
50,0.342161
50,0.323392
50,0.320752
50,0.326592
50,0.328192
50,0.330405
50,0.348965
50,0.353952
50,0.378405
50,0.398405
50,0.426992
50,0.417979
50,0.412138
51,0.423609
49,0.360279
49,0.353887
51,0.346767
51,0.341652
50,0.310269
50,0.308890
49,0.280618
49,0.301300
50,0.330679
50,0.325943
50,0.337743
50,0.334129
50,0.334703
50,0.346689
50,0.321129
50,0.329623
50,0.322063
50,0.334610
50,0.344917
50,0.335357
50,0.349744
50,0.356904
50,0.381904
50,0.413331
50,0.424144
50,0.433438
50,0.448065
49,0.463021
49,0.445016
49,0.458641
51,0.474904
50,0.446622
50,0.457203
50,0.482190
50,0.503576
51,0.533646
50,0.517547
50,0.504056
50,0.509256
50,0.510136
50,0.526936
50,0.507442
50,0.512696
50,0.512269
50,0.527869
50,0.547656
50,0.552856
50,0.576642
50,0.582029
50,0.596856
50,0.602375
49,0.535816
49,0.539355
50,0.527971
50,0.561077
50,0.560450
50,0.584304
51,0.606294
51,0.605136
51,0.624175
49,0.599474
50,0.617677
50,0.630696
50,0.633442
49,0.574264
49,0.618532
50,0.636671
50,0.626823
51,0.632791
48,0.559996
51,0.552568
51,0.541628
50,0.540137
49,0.441538
50,0.485007
50,0.508285
50,0.528312
50,0.521671
50,0.515085
50,0.509298
50,0.529031
50,0.529058
50,0.528658
51,0.545034
49,0.514339
49,0.514376
50,0.520265
51,0.520922
51,0.517927
50,0.515768
49,0.468877
51,0.559548
51,0.514388
49,0.507506
49,0.533781
51,0.533448
49,0.502026
49,0.521242
49,0.524147
50,0.526201
50,0.541366
51,0.545820
50,0.535371
50,0.553559
50,0.551559
50,0.558146
50,0.558706
49,0.518540
49,0.507400
51,0.570066
51,0.548682
50,0.538834
50,0.543542
51,0.565992
50,0.564182
50,0.575582
51,0.555181
51,0.561604
51,0.543415
49,0.522927
50,0.505182
50,0.492181
49,0.454643
49,0.503134
49,0.542339
50,0.592110
50,0.581147
50,0.572134
51,0.546010
51,0.541433
50,0.581018
50,0.602847
50,0.590273
50,0.614660
50,0.611073
50,0.622473
50,0.614621
50,0.597621
50,0.608408
50,0.616581
49,0.549746
50,0.643658
50,0.643703
50,0.668516
49,0.651108
51,0.669301
49,0.671671
49,0.687831
50,0.665290
50,0.663888
50,0.668088
50,0.687621
50,0.724861
50,0.757675
49,0.771766
49,0.766938
52,0.737407
50,0.730696
51,0.724990
49,0.729586
50,0.773107
50,0.788166
50,0.788447
50,0.762700
50,0.763140
50,0.749287
50,0.752154
50,0.787367
51,0.756880
50,0.772673
50,0.807414
50,0.809601
50,0.792134
50,0.791734
50,0.799734
50,0.805494
50,0.829707
49,0.785956
53,0.843095
50,0.760898
49,0.763937
49,0.779613
50,0.779957
50,0.774948
50,0.811402
49,0.819319
50,0.841657
50,0.817069
49,0.811659
49,0.792348
50,0.841103
49,0.780344
52,0.857827
49,0.567209
50,0.677808
50,0.682386
50,0.676933
51,0.659199
51,0.676439
51,0.670629
51,0.651629
50,0.614126
51,0.630821
50,0.601532
50,0.646648
50,0.662035
50,0.690061
50,0.709048
50,0.730275
50,0.743821
51,0.748658
51,0.757284
48,0.792546
51,0.802189
51,0.791054
49,0.648314
51,0.710073
50,0.678705
50,0.710567
50,0.723367
50,0.717154
49,0.695166
49,0.690453
50,0.670301
50,0.657306
50,0.680679
52,0.682558
50,0.627849
50,0.647719
51,0.673956
49,0.538712
49,0.623724
51,0.666023
49,0.575470
50,0.623328
50,0.634466
51,0.631944
51,0.636250
51,0.634714
49,0.619158
49,0.643910
50,0.641889
50,0.630254
50,0.638054
50,0.650121
50,0.638880
50,0.639880
49,0.606125
52,0.579181
51,0.563652
49,0.518775
49,0.563398
49,0.578956
51,0.600960
50,0.573238
50,0.599467
50,0.585480
50,0.574480
50,0.576280
50,0.575254
48,0.474719
50,0.499375
49,0.443996
50,0.518929
51,0.484951
49,0.421143
51,0.491129
50,0.484738
50,0.501680
49,0.455590
49,0.481380
49,0.481740
50,0.500497
50,0.482021
50,0.482048
50,0.470448
50,0.471221
50,0.456794
50,0.440181
50,0.449354
51,0.432122
50,0.434312
50,0.456321
49,0.477813
51,0.501534
50,0.480718
50,0.485160
50,0.484827
50,0.496254
50,0.485200
50,0.495746
50,0.486160
50,0.497719
50,0.492719
50,0.507533
49,0.460465
50,0.484548
50,0.506713
50,0.493913
50,0.504366
50,0.503593
50,0.472420
49,0.430506
51,0.485156
49,0.471008
49,0.476196
50,0.484383
49,0.472718
50,0.476515
51,0.502043
51,0.498545
50,0.528879
50,0.517220
50,0.533007
50,0.526020
51,0.520957
50,0.539378
50,0.541433
50,0.532926
49,0.510232
49,0.504990
49,0.513853
49,0.522867
53,0.571462
48,0.418389
51,0.522182
51,0.531490
50,0.500177
50,0.514105
51,0.507381
51,0.508203
51,0.524850
50,0.469170
50,0.523851
49,0.466729
50,0.494292
50,0.493043
51,0.507530
50,0.501542
50,0.510043
50,0.512017
49,0.475285
50,0.484598
50,0.488156
50,0.478729
50,0.477756
50,0.497556
50,0.512956
51,0.514699
48,0.397978
51,0.447636
51,0.448983
50,0.407713
49,0.378786
49,0.413706
51,0.411247
51,0.402636
49,0.337200
50,0.419954
50,0.440946
50,0.447959
50,0.432227
50,0.415827
51,0.406520
49,0.444511
49,0.437433
49,0.454133
50,0.475214
50,0.505019
50,0.528205
50,0.499259
50,0.508232
49,0.416744
50,0.486735
51,0.477266
51,0.473140
50,0.489352
49,0.451418
51,0.440189
51,0.450113
51,0.489179
51,0.514218
50,0.456273
50,0.511387
50,0.526987
50,0.527814
50,0.537201
50,0.538614
50,0.572854
50,0.597122
50,0.599228
50,0.625628
51,0.637592
49,0.635438
49,0.655720
51,0.621601
49,0.558880
51,0.607588
51,0.600729
51,0.595088
49,0.517225
50,0.540482
50,0.545761
50,0.543574
50,0.545547
50,0.547547
50,0.579761
50,0.594347
50,0.637014
49,0.581663
50,0.634874
50,0.634319
50,0.650373
50,0.679546
51,0.662166
49,0.690968
51,0.641069
50,0.666697
50,0.659546
50,0.673759
50,0.689973
49,0.638703
52,0.659804
50,0.647916
50,0.646773
50,0.643840
50,0.626027
51,0.618585
50,0.585899
50,0.654847
51,0.627141
50,0.573505
49,0.522746
49,0.532340
50,0.545190
50,0.535182
49,0.494480
51,0.510373
50,0.522293
50,0.522861
50,0.503400
50,0.509613
50,0.499800
50,0.501427
50,0.515480
51,0.533527
50,0.533544
50,0.558800
50,0.550453
51,0.534716
50,0.536779
50,0.530661
50,0.554861
51,0.539992
48,0.476091
52,0.502486
51,0.490662
46,0.441356
49,0.490723
49,0.477852
49,0.480771
49,0.481227
49,0.481615
50,0.548960
50,0.553211
50,0.573731
50,0.557050
51,0.573405
51,0.577678
51,0.593331
46,0.422130
50,0.643709
50,0.588656
50,0.580175
50,0.575989
50,0.548543
50,0.557176
50,0.547603
50,0.549576
50,0.558590
50,0.566749
50,0.572563
50,0.565363
50,0.576349
50,0.545123
50,0.550482
50,0.546509
50,0.572482
49,0.558481
49,0.545360
50,0.562030
50,0.538962
50,0.538295
50,0.542774
50,0.565734
50,0.568641
50,0.564241
50,0.577628
51,0.548338
51,0.557545
51,0.563474
50,0.573847
